ID,Gender,Birth Date,Education,JobCategory,CurrentSalary,After6Months,SalBegin,Job Time,Prev Exep,Minority,,
33,m,03/18/1961,15,1," 42,000.00 "," 28,500.00 "," 15,000.00 ",96,68,0,,
34,m,02-02-1949,19,3," 92,000.00 "," 65,995.00 "," 39,990.00 ",96,175,0,,
35,m,08/22/1961,17,3," 81,250.00 "," 55,625.00 "," 30,000.00 ",96,18,0,,
37,m,10-09-1954,12,1," 29,100.00 "," 21,300.00 "," 13,500.00 ",96,113,1,,
38,m,04/27/1962,15,1," 31,350.00 "," 23,175.00 "," 15,000.00 ",96,49,1,,
39,m,06/22/1960,16,1," 36,000.00 "," 25,500.00 "," 15,000.00 ",96,46,1,,
42,m,09/23/1960,15,1," 35,100.00 "," 25,800.00 "," 16,500.00 ",95,90,0,,
43,m,01/18/1964,12,1," 23,250.00 "," 18,750.00 "," 14,250.00 ",95,46,0,,
44,m,06/15/1963,8,1," 29,250.00 "," 21,750.00 "," 14,250.00 ",95,50,0,,
45,m,08-02-1938,12,2," 30,750.00 "," 22,125.00 "," 13,500.00 ",95,307,0,,
48,m,06-07-1947,12,2," 30,750.00 "," 22,425.00 "," 14,100.00 ",94,240,0,,
49,m,09/16/1958,15,1," 34,800.00 "," 25,650.00 "," 16,500.00 ",94,93,0,,
50,m,02-09-1960,16,3," 60,000.00 "," 41,865.00 "," 23,730.00 ",94,59,0,,
51,m,07-08-1962,12,1," 35,550.00 "," 25,275.00 "," 15,000.00 ",94,48,0,,
52,m,11-12-1963,15,1," 45,150.00 "," 30,075.00 "," 15,000.00 ",94,40,0,,
53,m,04/21/1954,18,3," 73,750.00 "," 50,000.00 "," 26,250.00 ",94,56,0,,
54,m,06-04-1931,12,1," 25,050.00 "," 19,275.00 "," 13,500.00 ",94,444,0,,
55,m,06/25/1960,12,1," 27,000.00 "," 21,000.00 "," 15,000.00 ",94,120,0,,
56,m,04/16/1962,15,1," 26,850.00 "," 20,175.00 "," 13,500.00 ",94,5,0,,
57,m,04/15/1963,15,1," 33,900.00 "," 24,825.00 "," 15,750.00 ",94,78,0,,
59,m,05-07-1961,15,1," 28,050.00 "," 21,150.00 "," 14,250.00 ",94,36,1,,
60,m,02/16/1959,12,1," 30,900.00 "," 22,950.00 "," 15,000.00 ",94,102,1,,
61,m,04/28/1964,8,1," 22,500.00 "," 16,125.00 "," 9,750.00 ",94,36,1,,
62,m,07/18/1962,16,3," 48,000.00 "," 34,875.00 "," 21,750.00 ",93,22,0,,
63,m,08/20/1961,17,3," 55,000.00 "," 40,625.00 "," 26,250.00 ",93,32,0,,
64,m,09/28/1963,16,3," 53,125.00 "," 37,062.50 "," 21,000.00 ",93,48,0,,
65,m,03/28/1964,8,1," 21,900.00 "," 18,225.00 "," 14,550.00 ",93,41,0,,
66,m,02/16/1962,19,3," 78,125.00 "," 54,062.50 "," 30,000.00 ",93,7,0,,
67,m,05/28/1964,16,3," 46,000.00 "," 33,620.00 "," 21,240.00 ",93,35,0,,
68,m,05-05-1963,16,3," 45,250.00 "," 33,365.00 "," 21,480.00 ",93,36,0,,
69,m,06/23/1960,16,3," 56,550.00 "," 40,775.00 "," 25,000.00 ",93,34,0,,
70,m,02-08-1962,15,1," 41,100.00 "," 30,675.00 "," 20,250.00 ",93,27,0,,
71,m,08/26/1948,17,3," 82,500.00 "," 58,740.00 "," 34,980.00 ",93,207,0,,
85,m,04-09-1962,15,1," 25,950.00 "," 21,525.00 "," 17,100.00 ",92,42,0,,
86,m,08/25/1961,15,1," 31,650.00 "," 23,700.00 "," 15,750.00 ",92,64,0,,
87,m,10/20/1959,12,1," 24,150.00 "," 19,125.00 "," 14,100.00 ",92,130,0,,
88,m,02-10-1962,19,3," 72,500.00 "," 50,620.00 "," 28,740.00 ",92,10,0,,
89,m,06/24/1961,19,3," 68,750.00 "," 48,115.00 "," 27,480.00 ",92,8,0,,
96,m,10-02-1933,8,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",92,432,1,,
97,m,01/18/1953,17,1," 40,200.00 "," 29,850.00 "," 19,500.00 ",92,168,1,,
98,m,05/17/1956,8,2," 30,000.00 "," 22,500.00 "," 15,000.00 ",92,144,1,,
100,m,10/25/1963,18,3," 78,250.00 "," 52,865.00 "," 27,480.00 ",91,47,0,,
101,m,03/14/1960,16,3," 60,625.00 "," 41,562.50 "," 22,500.00 ",91,44,0,,
102,m,03/28/1963,14,1," 39,900.00 "," 27,825.00 "," 15,750.00 ",91,59,0,,
103,m,03/17/1959,19,3," 97,000.00 "," 66,005.00 "," 35,010.00 ",91,68,0,,
104,m,11-05-1962,15,1," 27,450.00 "," 21,600.00 "," 15,750.00 ",91,48,0,,
105,m,03-07-1966,15,1," 31,650.00 "," 22,575.00 "," 13,500.00 ",91,18,0,,
106,m,08-04-1962,19,3," 91,250.00 "," 60,370.00 "," 29,490.00 ",91,23,0,,
109,m,11-10-1963,12,1," 30,450.00 "," 22,725.00 "," 15,000.00 ",91,49,1,,
110,m,10/29/1952,15,1," 28,350.00 "," 23,175.00 "," 18,000.00 ",91,151,1,,
111,m,11/27/1940,12,2," 30,750.00 "," 19,875.00 "," 9,000.00 ",91,314,1,,
112,m,06/21/1948,12,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",91,240,1,,
113,m,10-06-1959,16,3," 54,875.00 "," 41,177.50 "," 27,480.00 ",90,68,0,,
114,m,08/25/1961,14,1," 37,800.00 "," 27,150.00 "," 16,500.00 ",90,60,0,,
115,m,05-12-1961,15,1," 33,450.00 "," 23,775.00 "," 14,100.00 ",90,85,0,,
116,m,06-09-1962,15,1," 30,300.00 "," 23,400.00 "," 16,500.00 ",90,16,0,,
125,m,08-06-1956,12,1," 27,450.00 "," 21,225.00 "," 15,000.00 ",90,173,1,,
126,m,01/21/1951,15,2," 24,300.00 "," 19,650.00 "," 15,000.00 ",90,191,1,,
127,m,09-01-1950,12,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",90,209,1,,
129,m,07/18/1959,17,3," 68,750.00 "," 48,130.00 "," 27,510.00 ",89,38,0,,
130,m,09-06-1958,20,3," 59,375.00 "," 44,687.50 "," 30,000.00 ",89,6,0,,
131,m,02-08-1962,15,1," 31,500.00 "," 23,625.00 "," 15,750.00 ",89,22,0,,
132,m,05/17/1953,12,1," 27,300.00 "," 22,275.00 "," 17,250.00 ",89,175,0,,
133,m,09-12-1959,15,1," 27,000.00 "," 21,375.00 "," 15,750.00 ",89,87,0,,
136,m,08/25/1939,12,1," 22,200.00 "," 18,600.00 "," 15,000.00 ",88,324,0,,
137,m,07-12-1937,21,3," 65,000.00 "," 51,250.00 "," 37,500.00 ",88,264,0,,
138,m,01-09-1947,12,1," 30,900.00 "," 22,950.00 "," 15,000.00 ",88,252,0,,
145,m,01/15/1964,12,1," 26,700.00 "," 20,100.00 "," 13,500.00 ",88,38,1,,
146,m,01-02-1951,18,1," 43,950.00 "," 33,600.00 "," 23,250.00 ",88,182,1,,
147,m,09-11-1936,15,1," 23,700.00 "," 18,600.00 "," 13,500.00 ",88,359,1,,
149,m,06/28/1962,12,1," 27,600.00 "," 21,300.00 "," 15,000.00 ",87,75,0,,
150,m,03-05-1954,12,1," 25,800.00 "," 20,400.00 "," 15,000.00 ",87,143,0,,
151,m,08/16/1954,16,3," 42,300.00 "," 34,275.00 "," 26,250.00 ",87,126,0,,
152,m,05-03-1929,8,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",87,451,0,,
155,m,03-06-1963,15,1," 35,250.00 "," 25,125.00 "," 15,000.00 ",87,54,1,,
156,m,01-12-1963,15,1," 26,700.00 "," 20,850.00 "," 15,000.00 ",87,56,1,,
160,m,08/27/1951,16,3," 66,000.00 "," 56,745.00 "," 47,490.00 ",86,150,0,,
161,m,02-11-1963,16,1," 52,650.00 "," 36,075.00 "," 19,500.00 ",86,20,0,,
162,m,05/25/1961,16,3," 45,625.00 "," 34,437.50 "," 23,250.00 ",86,60,0,,
163,m,11-10-1965,15,1," 30,900.00 "," 22,950.00 "," 15,000.00 ",86,25,0,,
169,m,05/23/1965,12,1," 25,500.00 "," 19,950.00 "," 14,400.00 ",86,37,1,,
170,m,06/13/1964,12,1," 26,550.00 "," 20,775.00 "," 15,000.00 ",86,38,1,,
171,m,01/21/1930,12,1," 26,700.00 "," 20,100.00 "," 13,500.00 ",86,367,1,,
173,m,01/15/1950,20,3," 69,250.00 "," 55,865.00 "," 42,480.00 ",85,134,0,,
174,m,01-07-1935,8,2," 31,950.00 "," 23,475.00 "," 15,000.00 ",85,438,0,,
175,m,01-08-1938,8,1," 26,250.00 "," 20,925.00 "," 15,600.00 ",85,171,0,,
179,m,01/19/1965,12,1," 25,200.00 "," 19,125.00 "," 13,050.00 ",85,29,1,,
183,m,03-01-1960,15,1," 39,300.00 "," 27,525.00 "," 15,750.00 ",84,72,0,,
184,m,11-05-1964,15,1," 38,850.00 "," 26,925.00 "," 15,000.00 ",84,53,0,,
185,m,08/28/1930,8,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",84,380,0,,
186,m,07-06-1964,15,1," 37,500.00 "," 28,950.00 "," 20,400.00 ",84,33,0,,
187,m,07/29/1963,16,3," 58,750.00 "," 40,250.00 "," 21,750.00 ",84,13,0,,
192,m,10-09-1949,12,1," 19,650.00 "," 16,200.00 "," 12,750.00 ",84,180,1,,
197,m,10-01-1962,15,3," 54,900.00 "," 40,200.00 "," 25,500.00 ",83,49,0,,
198,m,03/17/1952,19,3," 70,875.00 "," 57,187.50 "," 43,500.00 ",83,156,0,,
199,m,02-02-1958,16,3," 51,250.00 "," 39,365.00 "," 27,480.00 ",83,69,0,,
200,m,02/13/1963,17,3," 67,500.00 "," 51,240.00 "," 34,980.00 ",83,9,0,,
201,m,05-08-1955,12,1," 29,340.00 "," 24,420.00 "," 19,500.00 ",83,150,0,,
202,m,03/17/1963,15,1," 39,600.00 "," 28,050.00 "," 16,500.00 ",83,47,0,,
203,m,03/17/1964,12,1," 29,100.00 "," 22,050.00 "," 15,000.00 ",83,50,0,,
204,m,10/21/1960,15,1," 33,150.00 "," 24,825.00 "," 16,500.00 ",83,69,0,,
205,m,06/22/1944,16,3," 66,750.00 "," 59,625.00 "," 52,500.00 ",83,258,0,,
206,m,05/22/1943,12,2," 33,750.00 "," 24,375.00 "," 15,000.00 ",83,284,0,,
207,m,02/15/1959,15,1," 27,300.00 "," 22,275.00 "," 17,250.00 ",83,91,0,,
210,m,05-04-1949,15,1," 30,600.00 "," 23,550.00 "," 16,500.00 ",83,216,1,,
211,m,11-08-1950,15,1," 28,950.00 "," 21,975.00 "," 15,000.00 ",83,108,1,,
212,m,05/14/1965,15,1," 38,400.00 "," 27,450.00 "," 16,500.00 ",83,64,1,,
213,m,10/20/1945,8,2," 30,750.00 "," 22,875.00 "," 15,000.00 ",83,302,1,,
216,m,05/16/1964,15,1," 30,150.00 "," 22,950.00 "," 15,750.00 ",82,72,0,,
217,m,03/15/1949,16,1," 34,620.00 "," 31,185.00 "," 27,750.00 ",82,149,0,,
218,m,03/21/1964,15,1," 80,000.00 "," 47,875.00 "," 15,750.00 ",82,34,0,,
219,m,02-02-1963,12,1," 25,350.00 "," 20,175.00 "," 15,000.00 ",82,32,0,,
220,m,08/17/1963,12,1," 29,850.00 "," 22,800.00 "," 15,750.00 ",82,85,0,,
230,m,02-04-1934,15,1," 22,500.00 "," 18,750.00 "," 15,000.00 ",82,371,1,,
231,m,01-09-1965,16,3," 40,200.00 "," 30,600.00 "," 21,000.00 ",81,3,0,,
232,m,09/13/1963,19,3," 55,500.00 "," 44,625.00 "," 33,750.00 ",81,62,0,,
233,m,07/21/1963,15,1," 26,550.00 "," 20,775.00 "," 15,000.00 ",81,52,0,,
234,m,11-12-1960,15,1," 50,550.00 "," 35,025.00 "," 19,500.00 ",81,44,0,,
235,m,09-11-1962,19,3," 75,000.00 "," 53,250.00 "," 31,500.00 ",81,13,0,,
252,m,09/18/1969,12,1," 25,500.00 "," 18,450.00 "," 11,400.00 ",81,9,1,,
254,m,02-08-1964,18,3," 68,125.00 "," 50,307.50 "," 32,490.00 ",80,29,0,,
255,m,08/15/1932,12,2," 30,600.00 "," 23,175.00 "," 15,750.00 ",80,460,0,,
256,m,01-03-1948,19,3," 52,125.00 "," 39,802.50 "," 27,480.00 ",80,221,0,,
257,m,09/24/1951,19,3," 61,875.00 "," 49,312.50 "," 36,750.00 ",80,199,0,,
258,m,03-09-1969,8,1," 21,300.00 "," 16,425.00 "," 11,550.00 ",80,24,0,,
268,m,05/16/1936,12,1," 22,350.00 "," 18,675.00 "," 15,000.00 ",80,272,1,,
269,m,03/17/1966,15,1," 40,200.00 "," 28,725.00 "," 17,250.00 ",79,38,0,,
270,m,10/29/1947,15,1," 28,650.00 "," 23,325.00 "," 18,000.00 ",79,261,0,,
271,m,08/24/1963,15,1," 27,750.00 "," 22,125.00 "," 16,500.00 ",79,55,0,,
272,m,06/17/1964,18,1," 66,875.00 "," 49,427.50 "," 31,980.00 ",79,30,0,,
273,m,11-12-1939,12,2," 30,000.00 "," 22,875.00 "," 15,750.00 ",79,308,0,,
274,m,08-04-1964,16,3," 83,750.00 "," 52,750.00 "," 21,750.00 ",79,12,0,,
275,m,01/14/1963,12,1," 33,900.00 "," 25,200.00 "," 16,500.00 ",79,94,0,,
276,m,05-11-1965,16,3," 56,500.00 "," 38,750.00 "," 21,000.00 ",79,12,0,,
281,m,02/18/1945,8,2," 34,500.00 "," 25,125.00 "," 15,750.00 ",79,246,1,,
282,m,09/15/1963,14,1," 27,900.00 "," 21,450.00 "," 15,000.00 ",79,47,1,,
283,m,02/25/1963,19,3," 68,125.00 "," 50,067.50 "," 32,010.00 ",78,35,0,,
284,m,10-10-1961,19,3," 73,500.00 "," 53,250.00 "," 33,000.00 ",78,45,0,,
285,m,05/28/1930,8,2," 30,750.00 "," 23,250.00 "," 15,750.00 ",78,429,0,,
286,m,03-07-1958,15,3," 40,050.00 "," 32,775.00 "," 25,500.00 ",78,133,0,,
287,m,01/18/1965,16,1," 40,350.00 "," 29,925.00 "," 19,500.00 ",78,20,0,,
288,m,01/22/1955,15,3," 38,700.00 "," 31,215.00 "," 23,730.00 ",78,176,0,,
289,m,10/27/1964,17,3," 65,000.00 "," 47,875.00 "," 30,750.00 ",78,26,0,,
290,m,04-05-1954,18,3," 51,450.00 "," 43,845.00 "," 36,240.00 ",78,149,0,,
291,m,09/23/1934,12,2," 35,250.00 "," 25,500.00 "," 15,750.00 ",78,387,0,,
292,m,05-07-1963,14,1," 25,950.00 "," 20,475.00 "," 15,000.00 ",78,53,0,,
293,m,09/19/1965,15,1," 25,050.00 "," 19,650.00 "," 14,250.00 ",78,24,0,,
294,m,10-10-1968,12,1," 26,700.00 "," 19,725.00 "," 12,750.00 ",78,25,0,,
295,m,08/20/1932,8,1," 24,000.00 "," 19,875.00 "," 15,750.00 ",78,476,0,,
296,m,02-12-1964,12,1," 26,850.00 "," 20,925.00 "," 15,000.00 ",78,48,0,,
300,m,05/26/1960,16,1," 26,550.00 "," 20,775.00 "," 15,000.00 ",78,105,1,,
301,m,08-04-1968,12,1," 31,500.00 "," 22,500.00 "," 13,500.00 ",78,7,1,,
302,m,09/28/1939,8,1," 22,350.00 "," 18,675.00 "," 15,000.00 ",78,320,1,,
303,m,02-10-1938,12,2," 35,250.00 "," 25,500.00 "," 15,750.00 ",78,281,1,,
305,m,10/25/1941,12,2," 30,750.00 "," 23,250.00 "," 15,750.00 ",77,317,0,,
306,m,04-05-1966,15,1," 30,750.00 "," 23,625.00 "," 16,500.00 ",77,41,0,,
307,m,07/24/1945,16,3," 50,000.00 "," 41,245.00 "," 32,490.00 ",77,264,0,,
308,m,02-01-1963,15,1," 34,500.00 "," 26,250.00 "," 18,000.00 ",77,63,0,,
309,m,07/19/1964,15,1," 26,250.00 "," 21,000.00 "," 15,750.00 ",77,38,0,,
310,m,03/23/1964,16,1," 44,875.00 "," 33,057.50 "," 21,240.00 ",77,22,0,,
316,m,01/14/1960,15,1," 27,750.00 "," 21,375.00 "," 15,000.00 ",77,52,1,,
317,m,02/27/1969,12,1," 27,750.00 "," 19,650.00 "," 11,550.00 ",77,12,1,,
318,m,02/19/1961,16,3," 48,750.00 "," 35,370.00 "," 21,990.00 ",76,61,0,,
319,m,03-02-1966,15,1," 43,410.00 "," 29,580.00 "," 15,750.00 ",76,12,0,,
320,m,11-10-1936,12,1," 22,050.00 "," 18,525.00 "," 15,000.00 ",76,385,0,,
326,m,07/24/1958,8,2," 29,550.00 "," 22,650.00 "," 15,750.00 ",76,144,1,,
327,m,03-02-1965,12,1," 26,700.00 "," 21,225.00 "," 15,750.00 ",76,18,1,,
328,m,10/25/1952,18,3," 55,000.00 "," 43,745.00 "," 32,490.00 ",75,125,0,,
329,m,08/24/1958,18,3," 62,500.00 "," 48,740.00 "," 34,980.00 ",75,74,0,,
330,m,05-09-1959,15,1," 27,300.00 "," 22,275.00 "," 17,250.00 ",75,132,0,,
335,m,02/26/1930,8,2," 31,950.00 "," 23,850.00 "," 15,750.00 ",74,408,0,,
336,m,01-10-1964,16,3," 47,250.00 "," 34,245.00 "," 21,240.00 ",74,45,0,,
341,m,01/20/1945,12,3," 59,400.00 "," 46,575.00 "," 33,750.00 ",74,272,1,,
343,m,06-09-1953,16,3," 1,03,500.00 "," 81,750.00 "," 60,000.00 ",73,150,0,,
344,m,10/13/1963,12,1," 35,700.00 "," 26,100.00 "," 16,500.00 ",73,72,0,,
353,m,03-10-1955,12,2," 31,200.00 "," 23,475.00 "," 15,750.00 ",73,155,1,,
355,m,05/19/1961,15,1," 25,950.00 "," 21,600.00 "," 17,250.00 ",72,83,0,,
356,m,11-10-1965,15,1," 28,350.00 "," 21,675.00 "," 15,000.00 ",72,48,0,,
363,m,06-03-1954,16,1," 35,700.00 "," 26,850.00 "," 18,000.00 ",72,138,1,,
369,m,11/14/1967,14,1," 28,050.00 "," 21,525.00 "," 15,000.00 ",71,15,0,,
372,m,08/22/1935,15,1," 21,300.00 "," 18,525.00 "," 15,750.00 ",70,372,0,,
373,m,10/29/1949,12,1," 22,500.00 "," 19,500.00 "," 16,500.00 ",70,216,0,,
374,m,07/26/1967,15,1," 29,400.00 "," 22,575.00 "," 15,750.00 ",70,15,0,,
375,m,10-08-1966,12,1," 27,450.00 "," 21,075.00 "," 14,700.00 ",70,41,0,,
376,m,10-09-1964,15,1," 29,850.00 "," 22,800.00 "," 15,750.00 ",70,48,0,,
377,m,11/29/1965,15,1," 25,350.00 "," 20,550.00 "," 15,750.00 ",70,56,0,,
381,m,07/15/1946,17,1," 27,000.00 "," 22,500.00 "," 18,000.00 ",70,192,1,,
382,m,10/20/1959,12,1," 24,000.00 "," 19,875.00 "," 15,750.00 ",70,120,1,,
383,m,06-03-1961,17,3," 78,500.00 "," 53,620.00 "," 28,740.00 ",70,67,1,,
385,m,10-01-1930,12,2," 30,000.00 "," 22,875.00 "," 15,750.00 ",69,348,0,,
386,m,08/18/1934,8,2," 28,500.00 "," 22,125.00 "," 15,750.00 ",69,174,0,,
387,m,02-03-1965,19,3," 65,000.00 "," 48,490.00 "," 31,980.00 ",69,74,0,,
388,m,01-02-1959,14,1," 30,150.00 "," 23,325.00 "," 16,500.00 ",69,110,0,,
389,m,04/15/1959,19,3," 66,875.00 "," 49,682.50 "," 32,490.00 ",69,81,0,,
406,m,10-05-1965,17,3," 60,000.00 "," 46,245.00 "," 32,490.00 ",68,17,0,,
407,m,09-06-1965,15,1," 30,300.00 "," 23,025.00 "," 15,750.00 ",68,55,0,,
408,m,02-12-1964,19,3," 61,250.00 "," 47,125.00 "," 33,000.00 ",68,9,0,,
409,m,11/21/1962,19,1," 36,000.00 "," 27,750.00 "," 19,500.00 ",68,21,0,,
414,m,01-08-1961,8,2," 30,300.00 "," 23,025.00 "," 15,750.00 ",68,155,1,,
415,m,05-02-1963,15,1," 31,950.00 "," 23,850.00 "," 15,750.00 ",68,70,1,,
416,m,01/16/1965,15,1," 35,250.00 "," 24,375.00 "," 13,500.00 ",67,6,0,,
417,m,07/22/1967,15,1," 37,800.00 "," 26,400.00 "," 15,000.00 ",67,36,0,,
418,m,06-05-1965,15,1," 31,200.00 "," 23,475.00 "," 15,750.00 ",67,46,0,,
419,m,10/20/1964,15,1," 29,400.00 "," 22,950.00 "," 16,500.00 ",67,68,0,,
420,m,07/16/1957,19,3," 70,000.00 "," 52,520.00 "," 35,040.00 ",67,75,0,,
421,m,11-01-1961,15,1," 33,900.00 "," 24,825.00 "," 15,750.00 ",67,96,0,,
422,m,07/20/1963,15,1," 27,150.00 "," 21,825.00 "," 16,500.00 ",67,78,0,,
426,m,10/27/1952,16,1," 33,300.00 "," 25,395.00 "," 17,490.00 ",67,120,1,,
427,m,04/21/1942,8,1," 26,250.00 "," 21,150.00 "," 16,050.00 ",67,97,1,,
428,m,02/28/1964,15,1," 31,950.00 "," 23,850.00 "," 15,750.00 ",67,58,1,,
429,m,08/13/1946,8,2," 30,000.00 "," 22,875.00 "," 15,750.00 ",67,305,1,,
430,m,04/29/1956,19,3," 66,250.00 "," 50,615.00 "," 34,980.00 ",67,99,1,,
431,m,01/15/1959,18,3," 86,250.00 "," 65,625.00 "," 45,000.00 ",66,50,0,,
432,m,03-12-1964,12,1," 30,750.00 "," 22,875.00 "," 15,000.00 ",66,56,0,,
433,m,11/15/1966,12,1," 33,540.00 "," 24,645.00 "," 15,750.00 ",66,47,0,,
434,m,,16,1," 34,950.00 "," 27,600.00 "," 20,250.00 ",66,55,0,,
435,m,05/24/1964,15,1," 40,350.00 "," 28,425.00 "," 16,500.00 ",66,80,0,,
436,m,05/27/1965,12,1," 30,270.00 "," 23,010.00 "," 15,750.00 ",66,80,0,,
437,m,09-04-1933,8,1," 26,250.00 "," 21,150.00 "," 16,050.00 ",66,264,0,,
438,m,10-11-1964,15,1," 32,400.00 "," 23,700.00 "," 15,000.00 ",66,64,0,,
445,m,08-04-1963,15,1," 28,050.00 "," 22,275.00 "," 16,500.00 ",66,84,1,,
446,m,08-03-1958,16,3," 1,00,000.00 "," 72,050.00 "," 44,100.00 ",66,128,1,,
447,m,07-02-1961,15,1," 49,000.00 "," 34,775.00 "," 20,550.00 ",66,86,1,,
449,m,01-02-1966,16,3," 70,000.00 "," 45,875.00 "," 21,750.00 ",65,19,0,,
450,m,07/21/1954,19,3," 55,000.00 "," 44,990.00 "," 34,980.00 ",65,129,0,,
451,m,07/19/1969,15,1," 28,500.00 "," 21,375.00 "," 14,250.00 ",65,20,0,,
452,m,08/13/1953,12,1," 28,800.00 "," 23,400.00 "," 18,000.00 ",65,210,0,,
453,m,08-07-1930,15,1," 24,450.00 "," 20,100.00 "," 15,750.00 ",65,338,0,,
454,m,07/28/1965,19,3," 90,625.00 "," 60,937.50 "," 31,250.00 ",65,18,0,,
455,m,01/17/1964,16,3," 43,650.00 "," 31,575.00 "," 19,500.00 ",65,19,0,,
456,m,10/17/1959,19,3," 75,000.00 "," 58,755.00 "," 42,510.00 ",65,54,0,,
457,m,05/27/1968,15,1," 31,650.00 "," 22,950.00 "," 14,250.00 ",65,10,0,,
458,m,07-06-1965,19,3," 61,875.00 "," 45,307.50 "," 28,740.00 ",65,26,0,,
464,m,03/20/1962,19,3," 47,550.00 "," 40,275.00 "," 33,000.00 ",64,27,0,,
465,m,07/20/1962,12,1," 33,900.00 "," 25,200.00 "," 16,500.00 ",64,106,0,,
470,m,01/22/1964,12,1," 26,250.00 "," 21,000.00 "," 15,750.00 ",64,69,1,,
471,m,08-03-1966,15,1," 26,400.00 "," 21,075.00 "," 15,750.00 ",64,32,1,,
472,m,02/21/1966,15,1," 39,150.00 "," 27,450.00 "," 15,750.00 ",63,46,0,,
